"idcliente";"nombre";"apellidos";"razonsocial";"cif";"cp";"domicilio";"provincia";"municipio";"telefono";"fax";"email";"web";"observaciones";"codcliente";"er";"certificadocaduca";"suministrode";"ctabancaria";"fecha1";"fecha2";"fecha3";"cliente";"proveedor";"fct";"pdb";"colaborador";"otrasempresas";"interesadosbolsa";"asociacion";"salesiano";"interesado";"ayuntamiento";"contacto";"cargo";"tipo";"cursointeresado";"aceptamailing";"fechanac";"nacionalidad";"sexo";"movil";"idespecialidad";"idespecialidad2";"idespecialidad3";"idespecialidad4";"idespecialidad5";"iban";"bic";"convenio";"conveniofecha";"especialidadtexto"
"23677";"AYMA HERRAMIENTAS";NULL;NULL;"B75163220";"50014";"C/ TOM�S EDISSON, 13. POL. COGULLADA";"ZARAGOZA";"ZARAGOZA";"976470177";"976471123";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2018-11-29";NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"23692";"AYUNTAMIENTO DE UTEBO";NULL;NULL;"P5027700C";"50180";"AVDA. ZARAGOZA, 2";"ZARAGOZA";"UTEBO";"976770543";NULL;NULL;NULL;NULL;"AYU";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21851";"AYUNTAMIENTO DE ZARAGOZA";;NULL;NULL;"50071";"Plaza del Pilar, 18";"ZARAGOZA";"Zaragoza";"976721100";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21853";"BANCO DE ESPA�A";;NULL;NULL;"50001";"Pza. de Espa�a, 8";"ZARAGOZA";"Zaragoza";"976224906";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21854";"BANCO DE SANGRE Y TEJIDOS DE ARAG�N";;NULL;NULL;"50017";"Ram�n Salanova, 1";"ZARAGOZA";"Zaragoza";"976304445";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21855";"BANCO POPULAR ESPA�OL";;NULL;NULL;"50001";"P� Independencia, 21";"ZARAGOZA";"Zaragoza";"976468117";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21858";"BANCO SABADELL - BARCELONA";;NULL;NULL;"8201";"Plaza Catalunya, 1";"BARCELONA";"Sabadell";"902030255";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21859";"BANCO SABADELL - MADRID";;NULL;NULL;"28002";"Principe de Vergara, 125";"MADRID";"Madrid";"913 21 72 27";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21856";"BANCO SABADELL - ZARAGOZA (Isaac Peral)";;NULL;NULL;"50001";"Isaac Peral 1, Pl. baja";"ZARAGOZA";"Zaragoza";"976482853";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21857";"BANCO SABADELL - ZARAGOZA (P� Pamplona)";;NULL;NULL;"50004";"P� Pamplona, 6-8";"ZARAGOZA";"Zaragoza";"976482840";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21862";"BANESTO - MADRID";;NULL;NULL;"28043";"Gran V�a de Hortaleza 3, Edif. Corporativo";"MADRID";"Madrid";"913383693 / 913381000";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21861";"BANESTO - ZARAGOZA (Coso)";;NULL;NULL;"50001";"Coso 33, 5�";"ZARAGOZA";"Zaragoza";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21863";"BANESTO - ZARAGOZA (P� Independencia)";;NULL;NULL;"50004";"P� Independencia, 34";"ZARAGOZA";"Zaragoza";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21864";"BANESTO - ZARAGOZA (P� Pamplona)";;NULL;NULL;"50004";"P� Pamplona, 23, Pral. Izda.";"ZARAGOZA";"Zaragoza";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21865";"BANTIERRA";;NULL;NULL;"50003";"Coso, 29";"ZARAGOZA";"Zaragoza";"976763303/979763386";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21867";"BARCLAYS";;NULL;NULL;"50003";"Coso, 47";"ZARAGOZA";"Zaragoza";"976231603";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21868";"BARLOWORLD MERA, S.A.U.";;NULL;"A78824273";"50012";"CTRA. MADRID, KM. 309,6";"ZARAGOZA";"ZARAGOZA";"976541137";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;"1";NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"579";"13 MARZO 2007";"ELECTROMEC�NICA DE VEH�CULOS AUTOM�VILES"
"21870";"BARRAB�S BENASQUE";;NULL;NULL;"22440";"Edificio Barrab�s, Ctra. Francia, s/n";"HUESCA";"Benasque";"974 55 13 51 / 974 215 497";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"23369";"BAS, S.L. (CRISTALERIA & ENMARCACI�N)";NULL;NULL;"B99100448";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";"1";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21871";"BASCULAS SORRIBES, S.L";;NULL;"B50211358";"50410";"C/ ALCALDE FAT�S, 8-10";"ZARAGOZA";"CUARTE DE HUERVA";"976503398";;"sorribes@sorribes.com";;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;"0";"0000-00-00";;;;"0";NULL;NULL;NULL;NULL;;;"188";"08/02/2001";"INSTALACIONES DE TELECOMUNICACIONES"
"21873";"BASE A�REA DE ZARAGOZA";;NULL;NULL;"50071";"Ctra. del Aeropuerto, s/n";"ZARAGOZA";"Garrapinillos";"976710970 ";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21852";"BASE S.L.";;"BASE S.L.";"B50187459";"50005";"DESIDERIO ESCOSURA, 47 49";"ZARAGOZA";"ZARAGOZA";"976355363";"976567236";"basezaragoza@basesl.com";NULL;NULL;NULL;NULL;NULL;"BATERIAS, ACUMULADORES, SE�ALIZACI�N Y ESPECIALIDADES";NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";"1";"1";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;"11";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"INSTALACIONES DE TELECOMUNICACIONES"
"21875";"BASE SISTEMAS Y SUMINISTROS, S.A.";;NULL;"A99246902";"50820";"CIUDAD DEL TRANSPORTE EDIFICIO SOMPORT OF.119";"ZARAGOZA";"ZARAGOZA";"608871817 / 976587019";NULL;"base@basesistemas.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"AUTOMATIZACI�N Y ROB�TICA INDUSTRIAL"
"21876";"BATCH ZARAGOZA 2006, S.L";;NULL;"B99117210";"50015";"AVDA. SALVADOR ALLENDE, 47 LOCAL";"ZARAGOZA";"ZARAGOZA";"976523080";;"sobrarbe@diesel-pc.com";;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;"0";"0000-00-00";;;;"0";NULL;NULL;NULL;NULL;;;;;"SISTEMAS MICROINFORM�TICOS Y REDES"
"25225";"BATIMENT ADMINISTRACI�N DE FINCAS";NULL;NULL;NULL;"50004";"P� INDEPENDENCIA, 16, 4� IZDA";"ZARAGOZA";"ZARAGOZA";"976239617";NULL;NULL;NULL;NULL;"BAT";NULL;NULL;NULL;NULL;"2021-05-10";"2022-06-06";NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"25200";"BAUHAUS 810 ZARAGOZA";NULL;NULL;NULL;"50011";"C/ MANUEL JAL�N, 7  AUTOV�A DE LOGRO�O, KM 6,5";"ZARAGOZA";"ZARAGOZA";"876590202";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2021-06-03";NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"186";"BAYO S.L - ESTRUCTURA MET�LICAS Y MONTAJES INDUSTRIALES";NULL;NULL;"B808080880";"50690";"POLIGONO INDUSTRIAL EL PRADILLO.FASE II.C/GENERAL MOTORS 3";"ZARAGOZA";NULL;"976610532";NULL;NULL;"http:embayo.com";NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21878";"BBVA-BANCO BILBAO VIZCAYA ARGENTARIA";;NULL;NULL;"50003";"Coso, 31";"ZARAGOZA";"Zaragoza";"976717600";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21879";"BC CARS S,C,";;NULL;"J44248756";"50430";"P� EL PLANO NAVE 94";"ZARAGOZA";"MARIA DE HUEVA";"976452201";;;;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;"0";"0000-00-00";;;;"0";NULL;NULL;NULL;NULL;;;"947";"10/03/2015";"AUTOMOCI�N"
"21881";"BECADIA, S.L.";;NULL;"B64137011";"50171";"P� MALPICA-ALFINDEN C/ CHOPO, 76";"ZARAGOZA";"LA PUEBLA DE ALFINDEN";"976108956";;"j.gutierrez@becadia.com";;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;"0";"0000-00-00";;;;"0";NULL;NULL;NULL;NULL;;;"866";"07/02/2014";"AUTOMATIZACI�N Y ROB�TICA INDUSTRIAL"
"23441";"BECALPLUS, S.L.";NULL;NULL;"B99287906";"50003";"C/ SANTA IN�S, 6";"ZARAGOZA";"ZARAGOZA";"976398014";NULL;"jesus@sezsa.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"21";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21444";"Bego�a";"Navarrete";NULL;NULL;NULL;"Lorenzo";NULL;NULL;"606195620";NULL;"bnavarretel@yahoo.es";NULL;"Deseo informaci�n de horario y dias del curso as� como de su precio";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"1";"0";NULL;NULL;NULL;"FORMADOR DE FORMADORES";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21570";"Bel�n Casal Casas";NULL;NULL;NULL;NULL;"Vicencte Aleixandre 15, 4� C esc.3";"Zaragoza";"Zaragoza";"636685212";NULL;"belencasal@gmail.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";"0";NULL;NULL;"0";"0";"0";"0";"0";"1";"0";NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21883";"BERDIEL MANUTENCION";;NULL;"B99222598";"50720";"PTR LOPEZ SORIANO C/ DEL PLATINO, 1 NAVE 26";"ZARAGOZA";"ZARAGOZA";"630017995";;"dberdiel@berdielmanutencion.es";;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;"0";"0000-00-00";;;;"0";NULL;NULL;NULL;NULL;;;;;"ELECTROMEC�NICA DE VEH�CULOS AUTOM�VILES"
"21658";"BERDIN ARAGON, S.L.";NULL;"BERDIN ARAGON, S.L.";NULL;"50014";"Pol. Cogullada. Agrupaci�n Nido. Nave 9-10 - C/ JAIME FERR�N, 9 - ";"ZARAGOZA";"ZARAGOZA";"976 338 444";"976 333 833";"zaragoza@berdin.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"10010";"BERNER MONTAJE Y FIJACI�N S.L.";NULL;NULL;"B18092957";"E-18330";"poligono industrial la rosa(Alber berner,2)";"GRANADA";"CHAUCHINA";"902103504";"902113901";"atencion.clientes@berner.es";NULL;NULL;NULL;NULL;NULL;NULL;"null";"0000-00-00";"0000-00-00";"2011-05-18";NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21886";"BETA MAYORISTA INFORMATICO SL";;NULL;"B50936574";"50003";"P� ECHEGARAY Y CABALLERO, 8, LOCAL";"ZARAGOZA";"ZARAGOZA";"976405850";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";"1";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"SISTEMAS MICROINFORM�TICOS Y REDES"
"21887";"BIBLIOTECA DE ARAG�N";;NULL;NULL;"50005";"Doctor Cerrada, 22";"ZARAGOZA";"Zaragoza";"976714000";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21888";"BIEFFE MEDITAL SA  BAXTER";;NULL;NULL;"22600";"Crta. Nacional 260, S/N";"HUESCA";"Sabi�anigo";"974483007 / 962722800 / 916789300";NULL;"iberia_shs_ap@baxter.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21889";"BIENVENIDO GIL";;NULL;NULL;"50057";"Pol. Malpica C/F Oeste, Grupo Quejido 100";"ZARAGOZA";"Zaragoza";"976574070";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";"1";NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21890";"BILBAO BIZKAIA KUTXA";;NULL;NULL;"50004";"Pza. Arag�n, 7";"ZARAGOZA";"Zaragoza";"976 21 98 00";NULL;"atencion.cliente@grupokutxabank.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21891";"BIOINGENIERIA ARAGONESA SL";;NULL;"B50384080";"50014";"POL. IND. ALCALDE CABALLERO, C/MONASTERIO DE LAS HUELGAS, 2, NAVE 6";"ZARAGOZA";"ZARAGOZA";"976798200";;;;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;"0";"0000-00-00";;;;"0";NULL;NULL;NULL;NULL;;;;;"SISTEMAS DE TELECOMUNICACIONES E INFORM�TICA"
"23331";"BIPAPEL S.L. MANIPULADOS DE PAPEL Y PL�STICO";NULL;NULL;"B50066356";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";"1";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21892";"BLACKCAT NETWORLD";;NULL;"B73722373";"30500";"GORVACHOV, 13";"MURCIA";"MOLINA DE SEGURA";"968 38 91 02";NULL;"blackcat@blackcatnw.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"23305";"BLINKER ESPA�A, S.A.U.";NULL;NULL;"A03813474";NULL;NULL;"ALAVA";NULL;"966444844";NULL;"atencioncliente@blinker.es";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"23464";"BLUEMEDIA FACTORY";NULL;NULL;NULL;"50001";"Independencia, 29";"ZARAGOZA";"ZARAGOZA";"976 765 000";NULL;"Publicidad@bluemedia.es";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"187";"BODEGAS EL PILAR";NULL;NULL;"B212121";"50410";"CARRETERA DE VALENCIA KM 6,900";"ZARAGOZA";;"976503812";;;;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21893";"BOLET�N DEL CIPAJ";;NULL;NULL;"50001";"Casa de los Morlanes. Pza. San Carlos, 4";"ZARAGOZA";"Zaragoza";"976721818";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"188";"BOLHEBAN,S.A";NULL;NULL;"B000000";"52090";"POLIGONO SAN MIGUEL SN";"ZARAGOZA";NULL;"976185782";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"10286";"BONANOVA PARK";NULL;NULL;"A08796518";"08034";"CAPITAN ARENAS, 51";"BARCELONA";"BARCELONA";"93 204 09 00";"93 204 50 14";;;;;;;"COMUNIDAD";;"0000-00-00";"0000-00-00";"2002-01-01";"0";"1";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21894";"BOSAL INDUSTRIAL ZARAGOZA, S.A.";;NULL;NULL;"50690";"P� Ind. El Pradillo, C/ Pirineos, 3";"ZARAGOZA";"Pedrola";"976616282";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"10285";"BOSCH ROBERT BOSCH ESPA�A,S.A.";NULL;NULL;;"28037";"C/ Albarrac�n, 20";;"MADRID";;;;;;;;;;;"0000-00-00";"0000-00-00";"2002-01-01";"0";"1";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21895";"BOSQUET MARCO SL";;NULL;"B99082075";"50014";"BALBINO ORESANZ, 11";"ZARAGOZA";"ZARAGOZA";"976471286";;;;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;"0";"0000-00-00";;;;"0";NULL;NULL;NULL;NULL;;;;;"SISTEMAS MICROINFORM�TICOS Y REDES"
"21896";"BREMBO ESPA�A";;NULL;NULL;"50196";"La Habana, 15, (Pol. Centrovia)";"ZARAGOZA";"La Muela";"902 19 60 66";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
