idcliente;nombre;apellidos;razonsocial;cif;cp;domicilio;provincia;municipio;telefono;fax;email;web;observaciones;codcliente;er;certificadocaduca;suministrode;ctabancaria;fecha1;fecha2;fecha3;cliente;proveedor;fct;pdb;colaborador;otrasempresas;interesadosbolsa;asociacion;salesiano;interesado;ayuntamiento;contacto;cargo;tipo;cursointeresado;aceptamailing;fechanac;nacionalidad;sexo;movil;idespecialidad;idespecialidad2;idespecialidad3;idespecialidad4;idespecialidad5;iban;bic;convenio;conveniofecha;especialidadtexto
13358;SAX;;NULL;;3630;PLAZA CONSTITUCION, 1;Alicante;SAX;965474006;965475399;ayuntamiento@sax.es;www.sax.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13359;SELLA;;NULL;;3579;PLAZA MAYOR, 8;Alicante;SELLA;965879001;965879556;info@sella.es;www.sella.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13360;SENIJA;;NULL;;3729;PLAZA AYUNTAMIENTO, 3;Alicante;SENIJA;965731374;965732273;info@senija.es;www.senija.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13361;TÀRBENA;;NULL;;3518;C/ SAN MIGUEL, 1;Alicante;TÀRBENA;965884234;965884105;ayuntamiento@tarbena.net;www.tarbena.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13362;TEULADA;;NULL;;3725;AV. SANTA CATALINA, 2;Alicante;TEULADA;965740158;965741382;secretaria@aytoteulada.com;www.teulada-moraira.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13363;TIBI;;NULL;;3109;PLAZA ESPAÑA, 1;Alicante;TIBI;965617102;965617141;tibi@dip-alicante.es;www.tibi.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13364;TOLLOS;;NULL;;3813;C/ LLIDONER, 1;Alicante;TOLLOS;965518052;965518052;info@tollos.es;www.tollos.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13365;TORMOS;;NULL;;3795;C/ SAN ANTONIO, 21;Alicante;TORMOS;965587041;965587249;info@tormos.es;www.tormos.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13366;TORREMANZANAS/TORRE DE LES MAÇANES (LA);;NULL;;3108;AV. DE ESPAÑA, 3;Alicante;TORREMANZANAS/TORRE DE LES MAÇANES (LA);965619386;965619385;info@torremanzanas.es;www.torremanzanas.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13367;TORREVIEJA;;NULL;;3180;PLAZA DE LA CONSTITUCION, 1;Alicante;TORREVIEJA;965710166;965710116;web@torrevieja.es;www.torrevieja.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13368;VALL D'ALCALÀ (LA);;NULL;;3788;PLAZA OBISPO VILAPLANA, 3;Alicante;VALL D'ALCALÀ (LA);965514300;965514107;info@lavalldalcala.es;www.lavalldalcala.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13369;VALL DE EBO;;NULL;;3789;PLAZA MAYOR, 2;Alicante;VALL DE EBO;965571413;965572672;lavallebo@yahoo.es;www.lavalldebo.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13370;VALL DE GALLINERA;;NULL;;3787;CARRETERA, 35;Alicante;VALL DE GALLINERA;966406553;966406566;ajgallinera@gmail.com;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13371;VALL DE LAGUAR (LA);;NULL;;3791;C/ MAYOR, 11;Alicante;VALL DE LAGUAR (LA);965580001;965583310;aytolaguar@terra.es;www.lavalldelaguar.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13372;VERGER (EL);;NULL;;3770;PLAZA DEL AYUNTAMIENTO, S/N;Alicante;VERGER (EL);965750125;965750872;informacio@elverger.es;www.elverger.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13373;VILLAJOYOSA/VILA JOIOSA (LA);;NULL;;3570;C/ HERNAN CORTES, 2;Alicante;VILLAJOYOSA/VILA JOIOSA (LA);966851001;966853540;contratacion@villajoyosa.com;www.villajoyosa.com;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13374;VILLENA;;NULL;;3400;PLAZA SANTIAGO, 1;Alicante;VILLENA;965801150;965806146;alcaldia@villena.es;www.villena.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13375;ABLA;;NULL;;4510;PLAZA MAYOR, Nº 6;ALMERÍA;ABLA;950 351228;950 351469;registro@abla.es;www.abla.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13376;ABRUCENA;;NULL;;4520;PLAZA DE ANDALUCIA, Nº 1;ALMERÍA;ABRUCENA;950 350001;950 350201;;www.abrucena.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13377;ADRA;;NULL;;4770;Plaza PUERTA DEL MAR, Nº 3;ALMERÍA;ADRA;950 400400;950 403000;info@adra.es;www.ayuntamientoadra.es/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13378;ALBANCHEZ;;NULL;;4857;PLAZA DE ESPAÑA, Nº 1;ALMERÍA;ALBANCHEZ;950 122001;950 122101;;www.villadealbanchez.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13379;ALBOLODUY;;NULL;;4531;PLAZA DEL AYUNTAMIENTO, S/N;ALMERÍA;ALBOLODUY;950 644848;950 644888;al005sec@dipalme.org ;www.alboloduy.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13380;ALBOX;;NULL;;4800;PLAZA GARCIA HARO, Nº 1;ALMERÍA;ALBOX;950 120908;950 120300;registro@albox.es;www.albox.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13381;ALCOLEA;;NULL;;4480;Calle/ Plazas, 11;ALMERÍA;ALCOLEA;950 512000;950 512121;al007reg@dipalme.org;www.alcolea.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13382;ALCONTAR;;NULL;;4897;PLAZA DE LA CONSTITUCION, Nº 1;ALMERÍA;ALCONTAR;950 426301;950 426301;;www.alcontar.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13383;ALCUDIA DE MONTEAGUD;;NULL;;4276;Plaza Mayor, 5;ALMERÍA;ALCUDIA DE MONTEAGUD;950 523354;;;www.alcudiademonteagud.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13384;ALHABIA;;NULL;;4567;PLAZA CONSTITUCION, Nº 2;ALMERÍA;ALHABIA;950 643001;950 643097;info@alhabia.es;www.alhabia.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13385;ALHAMA DE ALMERIA;;NULL;;4400;PLAZA AYUNTAMIENTO, Nº 1;ALMERÍA;ALHAMA DE ALMERIA;950 640010;950 640863;;www.alhamadealmeria.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13386;ALICUN;;NULL;;4409;PLAZA DE ALICÚN, Nº 1;ALMERÍA;ALICUN;950 640303;950 640303;al012sec@dipalme.org;www.alicun.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13387;ALMERIA;;NULL;;4003;PLAZA DE LA CONSTITUCION, Nº 1;ALMERÍA;ALMERIA;950 210000;950 210551;alcaldia@aytoalmeria.es;www.aytoalmeria.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13388;ALMOCITA;;NULL;;4458;C/ REAL, Nº 2;ALMERÍA;ALMOCITA;950 510337;950 510337;alcaldia@almocita.es;www.almocita.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13389;ALSODUX;;NULL;;4568;C/ REAL, Nº 4;ALMERÍA;ALSODUX;950 643078;950 643026;;www.alsodux.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13390;ANTAS;;NULL;;4628;PLAZA DE ESPAÑA, Nº 1;ALMERÍA;ANTAS;950 619015;950 453324;registro@antas.es;www.antas.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13391;ARBOLEAS;;NULL;;4660;C/ Calvario, 1;ALMERÍA;ARBOLEAS;950 431004;950 449437;;www.arboleas.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13392;ARMUÑA DE ALMANZORA;;NULL;;4888;PLAZA DE LA CONSTITUCIÓN, Nº 1;ALMERÍA;ARMUÑA DE ALMANZORA;950 420461;950 640863;informacion@armunadealmanzora.es;www.armunadealmanzora.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13393;BACARES;;NULL;;4889;PLAZA DE LOS FILABRES, Nº 7;ALMERÍA;BACARES;950 421016;950 421325;secretario@bacares.es;www.bacares.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13394;BAYARCAL;;NULL;;4479;PLAZA DEL GENERALISIMO, Nº 1;ALMERÍA;BAYARCAL;950 512848;950 512848;;www.bayarcal.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13395;BAYARQUE;;NULL;;4888;PLAZA BENIGNO ASENSIO, Nº 6;ALMERÍA;BAYARQUE;950 420458;950 420458;pordoy@teleline.es;www.bayarque.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13396;BEDAR;;NULL;;4288;PLAZA DE LA CONSTITUCION, Nº 1;ALMERÍA;BEDAR;950 469277;950 398037;bedar@bedar.es;www.bedar.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13397;BEIRES;;NULL;;4458;PLAZA SAN MANUEL, S/N;ALMERÍA;BEIRES;950 510034;950 510034;;www.beires.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13398;BENAHADUX;;NULL;;4410;PASEO DE URCI, Nº 3;ALMERÍA;BENAHADUX;950 310001;950 311013;;www.benahadux.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13399;BENITAGLA;;NULL;;4276;PLAZA MAYOR, S/N;ALMERÍA;BENITAGLA;950 365014;950 361839;;www.benitagla.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13400;BENIZALON;;NULL;;4276;PLAZA CONSTITUCIÓN, Nº 1;ALMERÍA;BENIZALON;950 361801;950 361801;;www.benizalon.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13401;BENTARIQUE;;NULL;;4569;C/ Ruiz Muñoz, 4;ALMERÍA;BENTARIQUE;950 643228;950 644043;;www.bentarique.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13402;BERJA;;NULL;;4760;PLAZA CONSTITUCION, Nº 1;ALMERÍA;BERJA;950 490007;950 490475;berjainfo@berja.com ;www.berja.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13403;CANJAYAR;;NULL;;4450;PLAZA CONSTITUCION, Nº 6;ALMERÍA;CANJAYAR;950 510083;950 510083;;www.canjayar.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13404;CANTORIA;;NULL;;4850;PLAZA CONSTITUCION, Nº 1;ALMERÍA;CANTORIA;950 436000;950 436136;;www.cantoria.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13405;CARBONERAS;;NULL;;4140;PLAZA CASTILLO, Nº 1;ALMERÍA;CARBONERAS;950 454059;950 130708;info@ayuntamientocarboneras.com;www.ayuntamientocarboneras.com/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13406;CASTRO DE FILABRES;;NULL;;4212;C/ Fragua, 2;ALMERÍA;CASTRO DE FILABRES;950 365013;950 365013;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13407;CHERCOS;;NULL;;4859;Plaza de España, s/n;ALMERÍA;CHERCOS;950 122501;950 441225;chercosay@terra.es;www.chercos.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13408;CHIRIVEL;;NULL;;4825;C/PASEO, Nº 1;ALMERÍA;CHIRIVEL;950 413001;950 413202;;www.chirivel.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13409;COBDAR;;NULL;;4858;PLAZA DE LA CONSTITUCIÓN, Nº1;ALMERÍA;COBDAR;950 122201;950 122392;;www.cobdar.es/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13410;CUEVAS DEL ALMANZORA;;NULL;;4610;PLAZA CONSTITUCION, Nº 1;ALMERÍA;CUEVAS DEL ALMANZORA;950 548700;950 456912;;www.cuevasdelalmanzora.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13411;DALIAS;;NULL;;4750;PLAZA AYUNTAMIENTO, Nº 1;ALMERÍA;DALIAS;950 494411;950 494369;al038reg@dalias.es;www.dalias.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13412;EJIDO (EL);;NULL;;4700;C/ CERVANTES, Nº 132;ALMERÍA;EJIDO (EL);950 541000;950 485912;sim@elejido.org;www.elejido.org;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13413;ENIX;;NULL;;4729;PLAZA CONSTITUCION, Nº 3;ALMERÍA;ENIX;950 559726;950 559685;secretaria@enix.es;www.enix.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13414;FELIX;;NULL;;4739;PLAZA LIBERTAD, Nº 4;ALMERÍA;FELIX;950 559577;950 559577;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13415;FINES;;NULL;;4869;PLAZA CONSTITUCION, Nº 1;ALMERÍA;FINES;950 444367;950 444358;;www.fines.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13416;FIÑANA;;NULL;;4500;PLAZA DE LA CONSTITUCION, Nº 1;ALMERÍA;FIÑANA;950 352003;950 352039;;www.finana.com/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13417;FONDON;;NULL;;4271;Asunción Godoy, 7 ;ALMERÍA;FONDON;950 513302;950 514287;olo46int@dipalme.org;www.fondon.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13418;GADOR;;NULL;;4560;PLAZA CONSTITUCION, Nº 1;ALMERÍA;GADOR;950 645236;950 645404;ayuntamiento@gador.es;www.gador.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13419;GALLARDOS (LOS);;NULL;;4280;C/ MAYOR, Nº 65;ALMERÍA;GALLARDOS (LOS);950 469000;950 398006;info@losgallardos.es;www.losgallardos.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13420;GARRUCHA;;NULL;;4630;PLAZA MALECÓN, Nº 1;ALMERÍA;GARRUCHA;950 460058;950 617137;;www.garrucha.es/;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13421;GERGAL;;NULL;;4550;PLAZA VIEJA, Nº 1;ALMERÍA;GERGAL;950 353006;950 353206;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13422;HUECIJA;;NULL;;4409;C/ BUENAVISTA, Nº 11;ALMERÍA;HUECIJA;950 640325;950 640463;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13423;HUERCAL DE ALMERIA;;NULL;;460;PLAZA CONSTITUCION, Nº 1;ALMERÍA;HUERCAL DE ALMERIA;950 300050;950 600672;alcaldia@huercaldealmeria.es;www.huercaldealmeria.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13424;HUERCAL-OVERA;;NULL;;4600;AVDA. GUILLERMO REINA, Nº 7;ALMERÍA;HUERCAL-OVERA;950 134900;950 471211;;www.huercal-overa.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13425;ILLAR;;NULL;;4431;PLAZA CONSTITUCION, Nº 1;ALMERÍA;ILLAR;950 647153;950 647153;alosysec@dipalme.org;www.illar.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13426;INSTINCION;;NULL;;4430;PLAZA FEDERICO SALVADOR, Nº 4;ALMERÍA;INSTINCION;950 647002;950 648032;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13427;LAROYA;;NULL;;4868;PLAZA DE LA CONSTITUCION, Nº 1;ALMERÍA;LAROYA;950 128425;950 128425;al056sec@dipalme.org;www.laroya.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13428;LAUJAR DE ANDARAX;;NULL;;4470;PLAZA MAYOR DE LA ALPUJARRA, Nº 9;ALMERÍA;LAUJAR DE ANDARAX;950 513103;950 514248;al057reg@dipalme.org.;www.laujardeandarax.es;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
13429;LIJAR;;NULL;;4859;PLAZA DE LA PAZ, Nº 1;ALMERÍA;LIJAR;950 122231;950 122231;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;0;0;0;0;0;1;;;;;0;0000-00-00;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
