idcliente;nombre;apellidos;razonsocial;cif;cp;domicilio;provincia;municipio;telefono;fax;email;web;observaciones;codcliente;er;certificadocaduca;suministrode;ctabancaria;fecha1;fecha2;fecha3;cliente;proveedor;fct;pdb;colaborador;otrasempresas;interesadosbolsa;asociacion;salesiano;interesado;ayuntamiento;contacto;cargo;tipo;cursointeresado;aceptamailing;fechanac;nacionalidad;sexo;movil;idespecialidad;idespecialidad2;idespecialidad3;idespecialidad4;idespecialidad5;iban;bic;convenio;conveniofecha;especialidadtexto
10397;HNTOOLS;NULL;HNTOOLS;B50741040;50016;Parque Empresarial INBISA - Pol. Malpica II, calle E, 32-39, Naves 12 a 14;ZARAGOZA;NULL;976465540;976573461;hntools@hntools.es;http://www.hntools.es/;NULL;NULL;NULL;NULL;automocion;NULL;06/02/2012;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23661;GEYSER;NULL;NULL;NULL;NULL;P� LONGARES, 35;ZARAGOZA;ZARAGOZA;976475968;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11003;TUPERSA. Tubos Perfilados S.A. - Jos� Luis Gonzalvo;NULL;NULL;;;;;;;;joseluis_gonzalvo@tupersa.com;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11018;SARA DO BARRO;NULL;NULL;;;;;;;;info@saradobarro.com;;;;;;;;0000-00-00;0000-00-00;0000-00-00;0;0;NULL;NULL;0;1;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23637;INGE-TEC FLUIDOS, S.L.;NULL;NULL;NULL;50007;OVIEDO, 43 BAJO;ZARAGOZA;ZARAGOZA;876042654;NULL;info@ingetecfluidos.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23578;GRUAS BELLO;NULL;GRUAS BELLO;B99477663;50720;POL�GONO INDUSTRIAL SAN VALERO, NAVE 73;ZARAGOZA;ZARAGOZA;976500940;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;25/09/2017;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23666;GESTCOMPOST, S.L.;NULL;NULL;NULL;50750;C/ SAN BLAS, 3;ZARAGOZA;PINA DE EBRO;976166521;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23641;R.G. PUBLICIDAD Y REGALOS DE EMPRESA, S.L. - VALENTO;NULL;NULL;B50618198;5420;POL. IND. MILENIUM, C/ VALENCIA, KM. 10,200 NAVES 11-12-13;ZARAGOZA;CADRETE;976595758;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11109;TEKNIA EPILA S.L. ;NULL;NULL;B11511565;50290;AVDA. OPEL ESPA�A, POL. IND. VALDEM;ZARAGOZA;EPILA;976817325;NULL;contabilidadtmg@tekniagroup.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23639;INTERNACIONAL DEL COMERCIO NADINE, S.L.;NULL;NULL;NULL;50197;POL. IND. PLAZA, CALLE TURIASO, 27, NAVE 28;ZARAGOZA;ZARAGOZA;976251925;NULL;info@nadinesl.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23708;CARMEN SALAZAR;NULL;EVALO;NULL;NULL;NULL;ZARAGOZA;NULL;NULL;NULL;csalazar@zaragoza.es;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23768;FUNDACION TECH DON BOSCO - INSPECTOR�A SALESIANA ;NULL;NULL;NULL;28012;C/ MARQU�S DE LA VALDAVIA, 2;MADRID;MADRID;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11134;RINGO V�LVULAS, S.L.;NULL;NULL;B50852110;50720;POL. IND. EMPREARIUM C/ ROMERO, 6;ZARAGOZA;ZARAGOZA;976454940;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11143;ZANINI EPILA, S.L.;NULL;NULL;50290;NULL;POL. IND. VALDEMUEL, AVDA. RODEL ;ZARAGOZA;EPILA;976603903;NULL;scatalan@epila.zanini.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;NULL;1;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23655;AEROMAC;NULL;NULL;NULL;50500;POL. IND. DE TARAZONA   C/ ANDALUC�A S/N;ZARAGOZA;TARAZONA;976199150;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23648;TI AUTOMOTIV SYSTEM,S .A.;NULL;NULL;NULL;50660;POL. IND. LAS ROZAS, S/N;ZARAGOZA;TAUSTE;976866190;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11253;SCANIA HISPANIA, S.A.;NULL;NULL;NULL;NULL;NULL;ZARAGOZA;NULL;NULL;NULL;enrique.corredor@scania.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23769;KUBII;NULL;NULL;NULL;NULL;NULL;ZARAGOZA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23770;SEHUSOL - SUMINISTROS ELECTRICOS HUESCA, S.L.;NULL;NULL;NULL;22006;POL MONZU, RONDA INDUSTRIAL 74, NAVE 2;ZARAGOZA;HUESCA;974222345;974239761;sehusol@sehusol.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23420;SARIKI METROLOG�A, S.A.;NULL;SARIKI METROLOG�A, S.A.;NULL;20870;C/ SAN ANTOL�N 9;GUIPUZCOA;ELGOIBAR;943743308;943743801;sariki@sariki.es;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23614;ORONA ZARAGOZA;NULL;NULL;NULL;50012;POL, IND. ARGUALAS, NAVE 52 A;ZARAGOZA;ZARAGOZA;976400480;NULL;orona.zaragoza@orona.es;NULL;ASCENSORES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23657;PALAFOX HOTELES;NULL;NULL;NULL;50009;AVDA. ALCALDE SAINZ DE VARANDA, 2;ZARAGOZA;ZARAGOZA;876541136;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23752;ARQUISOCIAL - AGRUPACION FEPAS;NULL;NULL;NULL;50007;C/ CABEZO BUENAVISTA, 7;ZARAGOZA;NULL;976468400;NULL;NULL;NULL;HACEN PLANES EXPERIMENTALES PARA J�VENES DESEMPLEADOS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23753;ESCUELA DE LIDERAZGO DIGITAL IDIA - AGRUPACI�N IDIA;NULL;NULL;NULL;50009;C/ EDUARDO IBARRA, 6;ZARAGOZA;ZARAGOZA;976976656;NULL;NULL;NULL;HACEN PLANES EXPERIMENTALES PARA J�VENES DESEMPLEADOS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23711;ATARVEZ;NULL;NULL;NULL;50001;ZURITA, 17, ENTLO IZDA.;ZARAGOZA;ZARAGOZA;976232949;NULL;NULL;NULL;NULL;ATA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23414;JAVAL INFORM�TICA, S.L.;NULL;NULL;NULL;50005;Calle Cortes de Arag�n, 64;ZARAGOZA;NULL;976 565 622;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23634;HINEUMAJ, S.L.;NULL;NULL;NULL;50198;POL. CENTROV�A, C/ BUENOS AIRES, 3, NAVE 2;ZARAGOZA;LA MUELA;976149163;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11387;MONAJ, S.L.U.;NULL;NULL;B50224740;50014;Pol�gono Alcalde Caballero C/ M� Descalzas Reales, 27;ZARAGOZA;ZARAGOZA;976470039;NULL;clientes@amonaj.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23626;FERMAR, S.A.;NULL;NULL;NULL;50016;POL. IND. MALPICA, CALLE E, 80;ZARAGOZA;ZARAGOZA;976457000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11404;AJ CASH S.L.;NULL;NULL;B50664259;50015;C/ Aaiun, Local 3  ( Habitat 2000 );ZARAGOZA;ZARAGOZA;976298850;NULL;aristides@ajcash.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23642;SCHWER FITTINGS ESPA�A, S.L.;NULL;NULL;NULL;50016;POL. IND. MALPICA, C/GREGORIO QUEJIDO, NAVE 1;ZARAGOZA;NULL;976465660;NULL;info@schwer.es;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23692;AYUNTAMIENTO DE UTEBO;NULL;NULL;P5027700C;50180;AVDA. ZARAGOZA, 2;ZARAGOZA;UTEBO;976770543;NULL;NULL;NULL;NULL;AYU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23668;VEOLIA ARAG�N - UTEDEZA;NULL;NULL;NULL;50720;C� DE LA DEPURADORA, S/N;ZARAGOZA;LA CARTUJA;976 50 08 44;NULL;NULL;NULL;NULL;UTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23757;MADERABEL, S.C.;NULL;NULL;J50904267;50005;C/ VIDAL DE CANELLAS, 12;ZARAGOZA;ZARAGOZA;976564780;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23758;MARTA D�AZ EZCURRA;NULL;ADELTE;NULL;NULL;NULL;HUESCA;MONZ�N;673362177;NULL;mdiaz@adelte.com ;NULL;Esta empresa es contacto de Miguel �ngel Crespo;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23759;MECALUX, S.A.;NULL;NULL;A08244998;50410;CTRA. DE VALENCIA, KM. 7,7, NAVE 82 B;ZARAGOZA;CUARTE DE HUERVA;976504041;976504002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23761;VOITH PAPER, S.A. ZARAGOZA;NULL;NULL;NULL;NULL;NULL;ZARAGOZA;NULL;974465408 / 976108437;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23670;BYNSA MASCOTAS, S.L.;NULL;NULL;B98132830;50730;POL. IND. LA NORIA - EL VADILLO;ZARAGOZA;EL BURGO DE EBRO;976104770;NULL;empresa@grupobynsa.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23594;C�NOVAS MOTOR - LUIS ALBERTO SANZ CARNICER;NULL;C�NOVAS MOTOR - LUIS ALBERTO SANZ CARNICER;NULL;50004;CALLE C�NOVAS, 10;ZARAGOZA;ZARAGPZA;976231696;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;01/04/2018;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23667;HENNEO - GRUPO HERALDO;NULL;NULL;NULL;50001;P� DE LA INDEPENDENCIA, 29;ZARAGOZA;NULL;976765000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23673;CERNEY, S.A.;NULL;NULL;NULL;50016;POL. IND. MALPICA, 84B;ZARAGOZA;ZARAGOZA;976573576;NULL;NULL;NULL;NULL;CER;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11452;AIRTEX PRODUCTS, S.A.;NULL;NULL;NULL;50197;C/ Osca, 2. Nave 5. Pol�gono Campus (PLAZA) ;ZARAGOZA;ZARAGOZA;976464215;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23675;ASOCIACI�N DE VECINOS Y CONSUMIDORES ATALAYA - EL ZORONGO;NULL;NULL;G50913896;50020;C/JUNIO S/N URB. EL ZORONGO AUTOV�A DE HUESCA, KM. 8,3;ZARAGOZA;ZARAGOZA;976701439;NULL;NULL;NULL;NULL;ZOR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23676;REGIMIENTO DE CABALLER�A ESPA�A, N� 11 - BASE SAN JORGE;NULL;NULL;NULL;50110;CTRA. HUESCA S/N, KM 7,5;ZARAGOZA;NULL;976739471;NULL;NULL;NULL;NULL;CAB;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11473;MICO, S.L.;NULL;NULL;NULL;50830;Ctra. Huesca, Km. 9,800 P� San Miguel, C/ R�o Ara, n�m. 2;ZARAGOZA;ZARAGOZA;976451320;NULL;isandoval@geolica.es;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23677;AYMA HERRAMIENTAS;NULL;NULL;B75163220;50014;C/ TOM�S EDISSON, 13. POL. COGULLADA;ZARAGOZA;ZARAGOZA;976470177;976471123;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;29/11/2018;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23590;TUTOR�AS;NULL;TUTOR�AS;NULL;NULL;NULL;ZARAGOZA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30/01/2018;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11492;IRITEC;NULL;NULL;NULL;NULL;NULL;ZARAGOZA;NULL;NULL;NULL;lcalderon@iritec.es;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11493;ITEVELESA ARAG�N, S.L.U. (ITV MALPICA);NULL;NULL;B84751536;50016;P� MALPICA C/D PARCELA 24;ZARAGOZA;ZARAGOZA;976570818;NULL;itv.zaragoza@itevelesa.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
11509;NORAUTO;NULL;NULL;A78119773;50180;Ctra Logro�o Km12,5;ZARAGOZA;ZARAGOZA;976775202;NULL;jmartin@norauto.es;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;111;20-oct-99;NULL
23419;PABLO ANTO�ANZAS ORTONEDA;NULL;NULL;NULL;NULL;NULL;ZARAGOZA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23576;CCOO DE INDUSTRIA;NULL;NULL;NULL;50008;P� Constituci�n 12, 2� planta;ZARAGOZA;ZARAGOZA;976 48 32 00;NULL;sgral.ar@aragon.ccoo.es;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23625;FACI METALEST, S.L.;NULL;NULL;NULL;50016;POL. MALPICA, 54;ZARAGOZA;ZARAGOZA;976574375;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23671;MASER - MALPICA SERVICIOS Y ASISTENCIA;NULL;NULL;B50847573;B50847573;Malpica Alfinden c/La Sabina 87;ZARAGOZA;LA PUEBLA DE ALFINDEN;976109642;NULL;malpicaservicios@malpicaservicios.com;NULL;Proveedor de reparaci�n de maquinaria;NULL;NULL;NULL;Reparaci�n de maquinaria;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23697;RICARDO DIEGO P�REZ CALLE;NULL;NULL;NULL;NULL;AVDA. TENOR FLETA, 55;ZARAGOZA;NULL;NULL;NULL;rdperezcalle@gmail.com;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
